Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Transcript count	Gene type
ENSG00000161999	16	681670	684528	JMJD8	15	protein_coding
ENSG00000127580	16	684622	690444	WDR24	4	protein_coding
ENSG00000261659	16	689001	692554		2	lncRNA
ENSG00000127585	16	692498	705801	FBXL16	4	protein_coding
ENSG00000279255	16	707650	709816		1	TEC
ENSG00000259840	16	708674	711277		2	lncRNA
ENSG00000305914	16	708716	711273		4	lncRNA
ENSG00000103260	16	715118	719655	METRN	6	protein_coding
ENSG00000103254	16	720581	722590	ANTKMT	8	protein_coding
ENSG00000162004	16	722582	726954	CCDC78	18	protein_coding
ENSG00000103253	16	726936	735525	HAGHL	20	protein_coding
ENSG00000103245	16	729760	741329	CIAO3	21	protein_coding
ENSG00000305233	16	740650	743378		5	lncRNA
ENSG00000304518	16	759660	761041		1	lncRNA
ENSG00000102854	16	760734	768865	MSLN	8	protein_coding
ENSG00000279136	16	769119	769443		1	TEC
ENSG00000162006	16	769428	782054	MSLNL	2	protein_coding
ENSG00000207579	16	770183	770277	MIR662	1	miRNA
ENSG00000007376	16	784974	788397	RPUSD1	10	protein_coding
ENSG00000127586	16	788046	800737	CHTF18	20	protein_coding
ENSG00000127588	16	798041	800734	GNG13	1	protein_coding
ENSG00000303116	16	806240	807826		3	lncRNA
ENSG00000305959	16	807993	809906		1	lncRNA
ENSG00000303776	16	816760	817945		1	lncRNA
ENSG00000287855	16	817489	862843		1	lncRNA
ENSG00000275438	16	848525	849065		1	lncRNA
ENSG00000103227	16	853634	981318	LMF1	17	protein_coding
ENSG00000260022	16	883780	885090		1	lncRNA
ENSG00000260316	16	898967	905224		1	lncRNA
ENSG00000260439	16	921033	934495	LMF1-AS1	2	lncRNA
ENSG00000276931	16	968375	969012		1	lncRNA
ENSG00000292433	16	971131	975768		4	lncRNA
ENSG00000260807	16	974131	981675	CEROX1	29	lncRNA
ENSG00000005513	16	981444	986979	SOX8	6	protein_coding
ENSG00000292432	16	991058	992104		2	lncRNA
ENSG00000260496	16	994556	998094		3	lncRNA
ENSG00000304873	16	1027527	1029380		3	lncRNA
ENSG00000292431	16	1040139	1041446		1	lncRNA
ENSG00000162009	16	1063867	1081454	SSTR5	4	protein_coding
ENSG00000261713	16	1064081	1078731	SSTR5-AS1	7	lncRNA
ENSG00000292430	16	1064783	1067100		2	lncRNA
ENSG00000294721	16	1082524	1087991		1	lncRNA
ENSG00000184471	16	1088226	1096711	C1QTNF8	2	protein_coding
ENSG00000292423	16	1101184	1102859		4	lncRNA
ENSG00000260702	16	1101257	1105493		1	transcribed_unitary_pseudogene
ENSG00000260532	16	1102971	1117928		8	lncRNA
ENSG00000292400	16	1143615	1144245		1	lncRNA
ENSG00000292401	16	1144245	1147608		1	lncRNA
ENSG00000273551	16	1148224	1148754		1	lncRNA
ENSG00000196557	16	1153103	1224169	CACNA1H	35	protein_coding
ENSG00000260403	16	1156976	1157974		1	lncRNA
ENSG00000259910	16	1159548	1160176	LNCPTCTS	1	lncRNA
ENSG00000261294	16	1206560	1207124		1	lncRNA
ENSG00000116176	16	1221651	1225793	TPSG1	4	protein_coding
ENSG00000197253	16	1227272	1232757	TPSB2	5	protein_coding
ENSG00000292385	16	1237005	1238747		2	lncRNA
ENSG00000172236	16	1239266	1242554	TPSAB1	7	protein_coding
ENSG00000095917	16	1256059	1259008	TPSD1	3	protein_coding
ENSG00000290756	16	1260943	1264082		5	lncRNA
ENSG00000196364	16	1261313	1263212	PRSS29P	1	transcribed_unprocessed_pseudogene
ENSG00000261564	16	1273644	1276726		1	unitary_pseudogene
ENSG00000260991	16	1280142	1280546		1	unitary_pseudogene
ENSG00000260710	16	1286067	1300764		29	lncRNA
ENSG00000260284	16	1286254	1289072	TPSP2	1	transcribed_unitary_pseudogene
ENSG00000301302	16	1288126	1288898		1	lncRNA
ENSG00000103275	16	1291444	1327018	UBE2I	83	protein_coding
ENSG00000274751	16	1305543	1309413		1	lncRNA
ENSG00000261505	16	1317891	1322845		2	lncRNA
ENSG00000219274	16	1329078	1329777	RPS20P2	1	processed_pseudogene
ENSG00000007516	16	1333638	1349439	BAIAP3	24	protein_coding
ENSG00000007520	16	1349240	1351878	TSR3	2	protein_coding
ENSG00000090581	16	1351931	1365737	GNPTG	14	protein_coding
ENSG00000260425	16	1358900	1361405		1	lncRNA
ENSG00000059145	16	1363205	1414751	UNKL	18	protein_coding
ENSG00000260132	16	1408373	1412279		1	lncRNA
ENSG00000174109	16	1419752	1420756	UQCC4	2	protein_coding
ENSG00000303433	16	1423926	1428689		3	lncRNA
ENSG00000284395	16	1431078	1434441	PERCC1	1	protein_coding
ENSG00000197599	16	1434383	1444556	CCDC154	4	protein_coding
ENSG00000279930	16	1437154	1439315		1	TEC
ENSG00000103249	16	1444934	1475077	CLCN7	16	protein_coding
ENSG00000261641	16	1445343	1446519		1	lncRNA
ENSG00000260051	16	1451760	1452653		1	lncRNA
ENSG00000261430	16	1467673	1472684		1	lncRNA
ENSG00000219027	16	1477830	1478583	RPS3AP2	1	processed_pseudogene
ENSG00000251692	16	1485886	1488981	PTX4	3	protein_coding
ENSG00000100726	16	1493344	1510457	TELO2	8	protein_coding
ENSG00000187535	16	1510427	1612072	IFT140	11	protein_coding
ENSG00000260646	16	1512979	1514675		1	lncRNA
ENSG00000131634	16	1528688	1555580	TMEM204	2	protein_coding
ENSG00000280062	16	1530715	1533301		1	TEC
ENSG00000280231	16	1553655	1554130		1	TEC
ENSG00000280327	16	1576716	1578371		1	TEC
ENSG00000260954	16	1579242	1580308		1	lncRNA
ENSG00000260989	16	1580527	1610328		1	lncRNA
ENSG00000007545	16	1612337	1677908	CRAMP1	9	protein_coding
ENSG00000226890	16	1625628	1626160		1	lncRNA
ENSG00000261732	16	1632259	1686715		1	protein_coding
ENSG00000308363	16	1637616	1639276		1	lncRNA
ENSG00000206053	16	1678256	1702280	JPT2	14	protein_coding
ENSG00000278987	16	1688355	1690536		1	TEC
ENSG00000138834	16	1706166	1770351	MAPK8IP3	19	protein_coding
ENSG00000275092	16	1707252	1707973		1	lncRNA
ENSG00000261399	16	1711102	1714401	MAPK8IP3-AS1	4	lncRNA
ENSG00000265820	16	1734985	1735066	MIR3177	1	miRNA
ENSG00000261207	16	1751559	1752262		1	lncRNA
ENSG00000103024	16	1770320	1771561	NME3	11	protein_coding
ENSG00000074071	16	1771890	1773150	MRPS34	3	protein_coding
ENSG00000197774	16	1772810	1781708	EME2	6	protein_coding
ENSG00000162032	16	1776712	1793700	SPSB3	12	protein_coding
ENSG00000095906	16	1782932	1789186	NUBP2	16	protein_coding
ENSG00000099769	16	1790413	1794971	IGFALS	3	protein_coding
ENSG00000063854	16	1795620	1827157	HAGH	12	protein_coding
ENSG00000180185	16	1826967	1840207	FAHD1	3	protein_coding
ENSG00000162039	16	1833986	1884294	MEIOB	6	protein_coding
ENSG00000260541	16	1841020	1843547		1	lncRNA
ENSG00000259947	16	1859900	1890762	LINC02124	4	lncRNA
ENSG00000281219	16	1878285	1884233	LINC00254	2	lncRNA
ENSG00000162040	16	1911475	1918415	HS3ST6	1	protein_coding
ENSG00000295631	16	1919894	1921131		1	lncRNA
ENSG00000198736	16	1938229	1943199	MSRB1	5	protein_coding
ENSG00000295233	16	1943485	1944639		2	lncRNA
ENSG00000140986	16	1943974	1957606	RPL3L	3	protein_coding
ENSG00000140990	16	1959538	1961975	NDUFB10	5	protein_coding
ENSG00000140988	16	1962058	1964841	RPS2	17	protein_coding
ENSG00000206811	16	1962334	1962466	SNORA10	1	snoRNA
ENSG00000207405	16	1962973	1963106	SNORA64	1	snoRNA
ENSG00000255513	16	1963745	1964095		1	transcribed_processed_pseudogene
ENSG00000255198	16	1964526	1965513	SNHG9	3	lncRNA
ENSG00000273587	16	1965184	1965310	SNORA78	1	snoRNA
ENSG00000179580	16	1966823	1968975	RNF151	3	protein_coding
ENSG00000277602	16	1971655	1971896		1	lncRNA
ENSG00000183751	16	1972053	1982929	TBL3	7	protein_coding
ENSG00000196408	16	1978917	1984192	NOXO1	7	protein_coding
ENSG00000127554	16	1984193	1987749	GFER	5	protein_coding
ENSG00000261790	16	1984877	1990477		4	lncRNA
ENSG00000127561	16	1989660	1994275	SYNGR3	5	protein_coding
ENSG00000299741	16	1991647	1992226		1	lncRNA
ENSG00000260107	16	1997654	1998374		1	lncRNA
ENSG00000167962	16	1997654	2009821	ZNF598	9	protein_coding
ENSG00000183971	16	2009926	2020755	NPW	2	protein_coding
ENSG00000265386	16	2013181	2013476	RN7SL219P	1	misc_RNA
ENSG00000065054	16	2025356	2039026	NHERF2	9	protein_coding
ENSG00000303758	16	2039813	2040284		1	lncRNA
ENSG00000065057	16	2039815	2047866	NTHL1	13	protein_coding
ENSG00000103197	16	2047967	2089491	TSC2	70	protein_coding
ENSG00000008710	16	2088708	2135898	PKD1	40	protein_coding
ENSG00000221656	16	2090195	2090284	MIR1225	1	miRNA
ENSG00000259933	16	2091436	2095433	PKD1-AS1	2	lncRNA
ENSG00000261123	16	2094830	2097026		1	lncRNA
ENSG00000284008	16	2106669	2106753	MIR6511B1	1	miRNA
ENSG00000261240	16	2112275	2113561		1	lncRNA
ENSG00000260447	16	2119207	2120248		1	lncRNA
ENSG00000200059	16	2131851	2131950	Y_RNA	1	misc_RNA
ENSG00000265867	16	2133119	2133204	MIR4516	1	miRNA
ENSG00000264397	16	2135977	2136129	MIR3180-5	1	miRNA
ENSG00000167964	16	2140803	2154165	RAB26	8	protein_coding
ENSG00000260260	16	2151103	2155672	SNHG19	4	lncRNA
ENSG00000206630	16	2155023	2155105	SNORD60	1	snoRNA
ENSG00000281010	16	2155025	2155104		1	snoRNA
ENSG00000131653	16	2155698	2178129	TRAF7	9	protein_coding
ENSG00000167971	16	2177180	2196605	CASKIN1	3	protein_coding
ENSG00000167965	16	2204248	2209453	MLST8	35	protein_coding
ENSG00000182685	16	2209253	2210905	BRICD5	4	protein_coding
ENSG00000184207	16	2211593	2214840	PGP	2	protein_coding
ENSG00000261532	16	2211997	2212863		1	lncRNA
ENSG00000167967	16	2223580	2235742	E4F1	9	protein_coding
ENSG00000259780	16	2235689	2236913		1	lncRNA
ENSG00000167968	16	2235816	2238711	DNASE1L2	6	protein_coding
ENSG00000167969	16	2239402	2252300	ECI1	7	protein_coding
ENSG00000261663	16	2240487	2241818	ECI1-AS1	1	lncRNA
ENSG00000299317	16	2251690	2261526		1	lncRNA
ENSG00000205937	16	2253116	2268397	RNPS1	26	protein_coding
ENSG00000260778	16	2267881	2273428	MIR3677HG	10	lncRNA
ENSG00000266643	16	2270713	2270772	MIR3677	1	miRNA
ENSG00000284346	16	2271747	2271840	MIR940	1	miRNA
ENSG00000264004	16	2274620	2274691	MIR4717	1	miRNA
ENSG00000167972	16	2275881	2340746	ABCA3	6	protein_coding
ENSG00000243445	16	2332313	2332732		1	processed_pseudogene
ENSG00000293423	16	2339109	2426699	ABCA17P	22	lncRNA
ENSG00000238098	16	2361144	2425685	ABCA17P	1	transcribed_unitary_pseudogene
ENSG00000293800	16	2361513	2366012		1	lncRNA
ENSG00000162063	16	2429394	2458854	CCNF	5	protein_coding
ENSG00000285970	16	2430702	2437103		1	lncRNA
ENSG00000283180	16	2445392	2445457	MIR6767	1	miRNA
ENSG00000260874	16	2452581	2459989		6	lncRNA
ENSG00000162062	16	2460086	2464963	TEDC2	13	protein_coding
ENSG00000274805	16	2463967	2464038	MIR6768	1	miRNA
ENSG00000259895	16	2464950	2468213	TEDC2-AS1	1	lncRNA
ENSG00000162068	16	2471297	2474145	NTN3	1	protein_coding
ENSG00000162065	16	2475051	2509671	TBC1D24	10	protein_coding
ENSG00000260293	16	2476558	2482173		1	lncRNA
ENSG00000260272	16	2496032	2520218		1	protein_coding
ENSG00000185883	16	2513952	2520218	ATP6V0C	4	protein_coding
ENSG00000259784	16	2513965	2527955		1	protein_coding
ENSG00000279520	16	2516658	2517999		1	TEC
ENSG00000162066	16	2520357	2531422	AMDHD2	19	protein_coding
ENSG00000205923	16	2530035	2531417	CEMP1	2	protein_coding
ENSG00000307949	16	2531894	2532580		1	lncRNA
ENSG00000266232	16	2531922	2532005	MIR3178	1	miRNA
ENSG00000140992	16	2537979	2603190	PDPK1	17	protein_coding
ENSG00000304679	16	2550219	2551389		1	lncRNA
ENSG00000261613	16	2554060	2556060		1	lncRNA
ENSG00000261288	16	2554975	2556105		1	lncRNA
ENSG00000304654	16	2556365	2557687		1	lncRNA
ENSG00000269937	16	2561471	2565096		1	lncRNA
ENSG00000261140	16	2569043	2571936		1	lncRNA
ENSG00000260436	16	2571570	2572353		1	lncRNA
ENSG00000279568	16	2575628	2577373		1	TEC
ENSG00000280402	16	2578395	2579963		1	TEC
ENSG00000279162	16	2592514	2594563		1	TEC
ENSG00000261093	16	2597881	2599718		1	lncRNA
ENSG00000291228	16	2603326	2635788		8	lncRNA
ENSG00000215154	16	2603474	2614071		1	transcribed_unprocessed_pseudogene
ENSG00000260565	16	2608379	2682398	ERVK13-1	48	lncRNA
ENSG00000290728	16	2616121	2655078		5	lncRNA
ENSG00000205918	16	2616453	2642432	PDPK2P	1	transcribed_unprocessed_pseudogene
ENSG00000279057	16	2620222	2621794		1	TEC
ENSG00000260176	16	2644084	2645214		1	lncRNA
ENSG00000295697	16	2650760	2651930		1	lncRNA
ENSG00000295643	16	2664468	2682199		5	lncRNA
ENSG00000295667	16	2677794	2681057		1	lncRNA
ENSG00000167977	16	2682523	2709030	KCTD5	5	protein_coding
ENSG00000279901	16	2683106	2684764		1	TEC
ENSG00000172382	16	2712419	2720551	PRSS27	5	protein_coding
ENSG00000205913	16	2737070	2752620	SRRM2-AS1	39	lncRNA
ENSG00000167978	16	2752626	2772538	SRRM2	26	protein_coding
ENSG00000103363	16	2771414	2777289	ELOB	8	protein_coding
ENSG00000276791	16	2777319	2780568		1	lncRNA
ENSG00000103355	16	2783953	2787948	PRSS33	5	protein_coding
ENSG00000221719	16	2796408	2796532	SNORA3C	1	snoRNA
ENSG00000215148	16	2798470	2805304	PRSS41	2	protein_coding
ENSG00000007038	16	2817180	2826304	PRSS21	10	protein_coding
ENSG00000262154	16	2822659	2822993	EIF1P4	1	processed_pseudogene
ENSG00000162078	16	2830253	2839585	ZG16B	6	protein_coding
ENSG00000291300	16	2839565	2842760	PRSS30P	70	lncRNA
ENSG00000172460	16	2839656	2841328	PRSS30P	1	transcribed_unitary_pseudogene
ENSG00000005001	16	2852730	2858170	PRSS22	8	protein_coding
ENSG00000263325	16	2856503	2861801		4	lncRNA
ENSG00000263280	16	2866319	2868533		10	lncRNA
ENSG00000162076	16	2883213	2899382	FLYWCH2	5	protein_coding
ENSG00000289222	16	2903540	2905439		1	lncRNA
ENSG00000295931	16	2904374	2904765		1	lncRNA
ENSG00000059122	16	2911931	2951208	FLYWCH1	14	protein_coding
ENSG00000262959	16	2922662	2923202	RPL23AP86	1	processed_pseudogene
ENSG00000262482	16	2939539	2956146		2	lncRNA
ENSG00000131650	16	2964216	2968380	KREMEN2	6	protein_coding
ENSG00000127564	16	2968024	2980479	PKMYT1	20	protein_coding
ENSG00000162073	16	2969270	2973484	PAQR4	5	protein_coding
ENSG00000262362	16	2981174	3005130		5	lncRNA
ENSG00000262152	16	2988256	3002295	GREP1	13	protein_coding
ENSG00000289281	16	3004132	3004859		1	protein_coding
ENSG00000272079	16	3004871	3007388		2	lncRNA
ENSG00000304416	16	3006368	3008383		5	lncRNA
ENSG00000213937	16	3012923	3014505	CLDN9	1	protein_coding
ENSG00000184697	16	3014712	3020071	CLDN6	3	protein_coding
ENSG00000006327	16	3018445	3022383	TNFRSF12A	7	protein_coding
ENSG00000103145	16	3022625	3024286	HCFC1R1	9	protein_coding
ENSG00000131652	16	3024027	3027755	THOC6	10	protein_coding
ENSG00000162069	16	3027682	3036944	BICDL2	6	protein_coding
ENSG00000205890	16	3032481	3039133		1	lncRNA
ENSG00000261971	16	3037233	3059370	MMP25-AS1	16	lncRNA
ENSG00000008516	16	3046062	3060729	MMP25	5	protein_coding
ENSG00000008517	16	3065297	3082192	IL32	35	protein_coding
ENSG00000252561	16	3069523	3069651	RNU1-125P	1	snRNA
ENSG00000262370	16	3076911	3087112		7	lncRNA
ENSG00000200204	16	3086143	3086300	RNU1-22P	1	snRNA
ENSG00000130182	16	3088890	3099295	ZSCAN10	10	protein_coding
ENSG00000263072	16	3100696	3150562	ZNF213-AS1	90	lncRNA
ENSG00000263011	16	3102259	3109596		19	lncRNA
ENSG00000122386	16	3112560	3120517	ZNF205	6	protein_coding
ENSG00000085644	16	3129777	3142804	ZNF213	8	protein_coding
ENSG00000293410	16	3143771	3149974		7	lncRNA
ENSG00000228146	16	3144015	3149808	CASP16P	1	transcribed_unitary_pseudogene
ENSG00000302384	16	3152896	3153135		1	lncRNA
ENSG00000261889	16	3156736	3157483		1	lncRNA
ENSG00000306338	16	3157699	3161086		1	lncRNA
ENSG00000262521	16	3181232	3184094		1	lncRNA
ENSG00000168124	16	3188204	3224779	OR1F1	3	protein_coding
ENSG00000203581	16	3215611	3216543	OR1F2P	1	unprocessed_pseudogene
ENSG00000010539	16	3222325	3236221	ZNF200	10	protein_coding
ENSG00000103313	16	3242027	3256633	MEFV	15	protein_coding
ENSG00000281005	16	3263743	3269151	LINC00921	3	lncRNA
ENSG00000290183	16	3263800	3291029		1	protein_coding
ENSG00000279330	16	3273609	3275807		1	TEC
ENSG00000006194	16	3283283	3301401	ZNF263	7	protein_coding
ENSG00000279031	16	3292879	3293403		1	TEC
ENSG00000140993	16	3298808	3305729	TIGD7	8	protein_coding
ENSG00000162086	16	3305406	3318852	ZNF75A	11	protein_coding
ENSG00000262899	16	3307573	3308393		1	lncRNA
ENSG00000262316	16	3323192	3323925	RPL7L1P19	1	processed_pseudogene
ENSG00000168158	16	3355889	3357306	OR2C1	1	protein_coding
ENSG00000285329	16	3365099	3479550		2	protein_coding
ENSG00000262118	16	3367719	3369246	MTCO1P28	1	processed_pseudogene
ENSG00000263177	16	3369957	3370906	MTND1P8	1	processed_pseudogene
ENSG00000140987	16	3382081	3401065	ZSCAN32	13	protein_coding
ENSG00000103343	16	3401215	3409364	ZNF174	5	protein_coding
ENSG00000167981	16	3432414	3443504	ZNF597	1	protein_coding
ENSG00000122390	16	3443649	3486953	NAA60	40	protein_coding
ENSG00000303291	16	3450730	3456413		2	lncRNA
ENSG00000263212	16	3458071	3515564		1	lncRNA
ENSG00000273776	16	3485381	3485469	MIR6126	1	miRNA
ENSG00000215131	16	3493484	3495489	C16orf90	2	protein_coding
ENSG00000240311	16	3496201	3496768		1	processed_pseudogene
ENSG00000103351	16	3500976	3539048	CLUAP1	12	protein_coding
ENSG00000278942	16	3533429	3534258		1	TEC
ENSG00000167984	16	3539033	3577403	NLRC3	5	protein_coding
ENSG00000262312	16	3542739	3545785		2	lncRNA
ENSG00000261938	16	3581181	3583266		1	lncRNA
ENSG00000188827	16	3581181	3611606	SLX4	5	protein_coding
ENSG00000213918	16	3611728	3680143	DNASE1	14	protein_coding
ENSG00000263235	16	3650636	3651703		1	lncRNA
ENSG00000126602	16	3651639	3717553	TRAP1	17	protein_coding
ENSG00000276754	16	3686998	3687380		1	lncRNA
ENSG00000005339	16	3725054	3880713	CREBBP	20	protein_coding
ENSG00000262516	16	3840528	3841010	DPPA3P6	1	processed_pseudogene
ENSG00000262185	16	3930806	3950614	LINC02861	4	lncRNA
ENSG00000162104	16	3953387	4116442	ADCY9	7	protein_coding
ENSG00000263159	16	4032012	4032936		1	lncRNA
ENSG00000262471	16	4130555	4130820		1	processed_pseudogene
ENSG00000263105	16	4160968	4187976		4	lncRNA
ENSG00000298290	16	4183356	4183678		1	lncRNA
ENSG00000185739	16	4189374	4242080	SRL	3	protein_coding
ENSG00000262468	16	4243943	4253855	LINC01569	32	lncRNA
ENSG00000090447	16	4257186	4273075	TFAP4	7	protein_coding
ENSG00000288935	16	4301025	4307644		2	lncRNA
ENSG00000126603	16	4314761	4339597	GLIS2	2	protein_coding
ENSG00000262686	16	4323795	4328522	GLIS2-AS1	12	lncRNA
ENSG00000217930	16	4331549	4355607	PAM16	15	protein_coding
ENSG00000262712	16	4335870	4337818		1	lncRNA
ENSG00000103426	16	4340251	4420494	CORO7-PAM16	3	protein_coding
ENSG00000280063	16	4346694	4348648		1	TEC
ENSG00000262246	16	4354542	4425705	CORO7	33	protein_coding
ENSG00000168140	16	4371848	4383538	VASN	1	protein_coding
ENSG00000103423	16	4425805	4456775	DNAJA3	14	protein_coding
ENSG00000277170	16	4426902	4427380		1	lncRNA
ENSG00000277440	16	4430522	4431103		1	lncRNA
ENSG00000275515	16	4433202	4433387		1	processed_pseudogene
ENSG00000153406	16	4461691	4495763	NMRAL1	18	protein_coding
ENSG00000103415	16	4474690	4510347	HMOX2	18	protein_coding
ENSG00000089486	16	4510669	4538828	CDIP1	14	protein_coding
ENSG00000278434	16	4532216	4533670		1	lncRNA
ENSG00000205832	16	4556340	4600758	C16orf96	1	protein_coding
ENSG00000261789	16	4560001	4561662		1	lncRNA
ENSG00000261612	16	4562814	4563128	SUB1P3	1	processed_pseudogene
ENSG00000153443	16	4608883	4615027	UBALD1	9	protein_coding
ENSG00000102858	16	4616493	4690974	MGRN1	18	protein_coding
ENSG00000263955	16	4633591	4633881	RN7SL850P	1	misc_RNA
ENSG00000261442	16	4634329	4640623		1	lncRNA
ENSG00000278700	16	4658851	4659151	Metazoa_SRP	1	misc_RNA
ENSG00000276641	16	4671318	4671390	MIR6769A	1	miRNA
ENSG00000168101	16	4693562	4695859	NUDT16L1	5	protein_coding
ENSG00000168096	16	4696510	4734378	ANKS3	30	protein_coding
ENSG00000266994	16	4730115	4752565		1	lncRNA
ENSG00000166246	16	4734344	4749396	DNAAF8	5	protein_coding
ENSG00000103199	16	4748239	4767624	ZNF500	8	protein_coding
ENSG00000276096	16	4756338	4756633	Metazoa_SRP	1	misc_RNA
ENSG00000140623	16	4777606	4788398	SEPTIN12	8	protein_coding
ENSG00000285952	16	4777939	4801423		1	lncRNA
ENSG00000267795	16	4788397	4796491	SMIM22	11	protein_coding
ENSG00000267077	16	4795265	4796532		1	lncRNA
ENSG00000067836	16	4796968	4802880	ROGDI	16	protein_coding
ENSG00000140632	16	4803203	4847288	GLYR1	13	protein_coding
ENSG00000275056	16	4839244	4840334		1	lncRNA
ENSG00000118900	16	4846665	4882401	UBN1	9	protein_coding
ENSG00000118898	16	4882507	4960741	PPL	6	protein_coding
ENSG00000103184	16	4958330	5019157	SEC14L5	2	protein_coding
ENSG00000310231	16	4970577	4973096		2	lncRNA
ENSG00000267072	16	5010909	5042250		1	lncRNA
ENSG00000103174	16	5024844	5034141	NAGPA	18	protein_coding
ENSG00000033011	16	5033702	5087379	ALG1	25	protein_coding
ENSG00000153446	16	5044122	5066110	C16orf89	6	protein_coding
ENSG00000260882	16	5078168	5078605		1	processed_pseudogene
ENSG00000118894	16	5084284	5097795	EEF2KMT	9	protein_coding
ENSG00000285567	16	5097943	5235822		26	lncRNA
ENSG00000273963	16	5110793	5148685	ENPP7P14	1	unprocessed_pseudogene
ENSG00000299641	16	5198388	5203475		1	lncRNA
ENSG00000260431	16	5207088	5207439	VPS51P1	1	transcribed_processed_pseudogene
ENSG00000261811	16	5215243	5220843	LINC02164	1	lncRNA
ENSG00000078328	16	5239802	7713340	RBFOX1	40	protein_coding
ENSG00000301646	16	5240679	5241982		1	lncRNA
ENSG00000260817	16	5260686	5261043		1	processed_pseudogene
ENSG00000242278	16	5270174	5270954	RPS3AP48	1	processed_pseudogene
ENSG00000267182	16	5289200	5289409	SNRPCP20	1	processed_pseudogene
ENSG00000261007	16	5365797	5366688	NPM1P3	1	processed_pseudogene
ENSG00000260338	16	5596856	5616373	LINC01570	5	lncRNA
ENSG00000301629	16	5598902	5600322		1	lncRNA
ENSG00000273648	16	5632467	5632566	MIR8065	1	miRNA
ENSG00000305294	16	5758632	5762765		1	lncRNA
ENSG00000270440	16	5838131	5838661		1	processed_pseudogene
ENSG00000308075	16	5891403	5906054		1	lncRNA
